sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SERINC2","Approved symbol","SERINC2","serine incorporator 2","HGNC:23231","1p35.2"
"MBOAT1","Approved symbol","MBOAT1","membrane bound O-acyltransferase domain containing 1","HGNC:21579","6p22.3"
"IER3","Approved symbol","IER3","immediate early response 3","HGNC:5392","6p21.33"
"DBP","Approved symbol","DBP","D-box binding PAR bZIP transcription factor","HGNC:2697","19q13.33"
"DBP","Alias symbol","GC","GC vitamin D binding protein","HGNC:4187","4q13.3"
"DBP","Alias symbol","HSD17B4","hydroxysteroid 17-beta dehydrogenase 4","HGNC:5213","5q23.1"
"KCNS3","Approved symbol","KCNS3","potassium voltage-gated channel modifier subfamily S member 3","HGNC:6302","2p24.2"
"ASB13","Approved symbol","ASB13","ankyrin repeat and SOCS box containing 13","HGNC:19765","10p15.1"
"ANUBL1","Previous symbol","ZFAND4","zinc finger AN1-type containing 4","HGNC:23504","10q11.22"
"MCC","Approved symbol","MCC","MCC regulator of WNT signaling pathway","HGNC:6935","5q22.2"
"USP35","Approved symbol","USP35","ubiquitin specific peptidase 35","HGNC:20061","11q14.1"
"SESN1","Approved symbol","SESN1","sestrin 1","HGNC:21595","6q21"
"TTC9","Approved symbol","TTC9","tetratricopeptide repeat domain 9","HGNC:20267","14q24.2"
"IDH2","Approved symbol","IDH2","isocitrate dehydrogenase (NADP(+)) 2","HGNC:5383","15q26.1"
"CCDC88C","Approved symbol","CCDC88C","coiled-coil domain containing 88C","HGNC:19967","14q32.11-q32.12"
"ARHGEF3","Approved symbol","ARHGEF3","Rho guanine nucleotide exchange factor 3","HGNC:683","3p14.3"
"ORMDL3","Approved symbol","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","HGNC:16038","17q21.1"
"CELSR2","Approved symbol","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2","HGNC:3231","1p13.3"
"TMEM86A","Approved symbol","TMEM86A","transmembrane protein 86A","HGNC:26890","11p15.1"
"VEGFA","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1"
"C9orf150","Previous symbol","LURAP1L","leucine rich adaptor protein 1 like","HGNC:31452","9p23"
"FBXO32","Approved symbol","FBXO32","F-box protein 32","HGNC:16731","8q24.13"
"CBR1","Approved symbol","CBR1","carbonyl reductase 1","HGNC:1548","21q22.12"
"DLG4","Approved symbol","DLG4","discs large MAGUK scaffold protein 4","HGNC:2903","17p13.1"
"DLG4","Previous symbol","LLGL1","LLGL scribble cell polarity complex component 1","HGNC:6628","17p11.2"
"GDPD5","Approved symbol","GDPD5","glycerophosphodiester phosphodiesterase domain containing 5","HGNC:28804","11q13.4-q13.5"
"ALS2CR8","Previous symbol","CARF","calcium responsive transcription factor","HGNC:14435","2q33.2"
"C1orf97","Previous symbol","LINC00467","long intergenic non-protein coding RNA 467","HGNC:28227","1q32.3"
"SLC6A8","Approved symbol","SLC6A8","solute carrier family 6 member 8","HGNC:11055","Xq28"
"SPAG1","Approved symbol","SPAG1","sperm associated antigen 1","HGNC:11212","8q22.2"
"STMN3","Approved symbol","STMN3","stathmin 3","HGNC:15926","20q13.33"
"ABCC5","Approved symbol","ABCC5","ATP binding cassette subfamily C member 5","HGNC:56","3q27.1"
"TRIB3","Approved symbol","TRIB3","tribbles pseudokinase 3","HGNC:16228","20p13"
"PITPNM2","Approved symbol","PITPNM2","phosphatidylinositol transfer protein membrane associated 2","HGNC:21044","12q24.31"
"PVRL4","Previous symbol","NECTIN4","nectin cell adhesion molecule 4","HGNC:19688","1q23.3"
"PPP2R3A","Approved symbol","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha","HGNC:9307","3q22.2-q22.3"
"KRT19","Approved symbol","KRT19","keratin 19","HGNC:6436","17q21.2"
"PPAPDC1B","Previous symbol","PLPP5","phospholipid phosphatase 5","HGNC:25026","8p11.23"
"AMN1","Approved symbol","AMN1","antagonist of mitotic exit network 1 homolog","HGNC:27281","12p11.21"
"SGK3","Approved symbol","SGK3","serum/glucocorticoid regulated kinase family member 3","HGNC:10812","8q13.1"
"H1F0","Previous symbol","H1-0","H1.0 linker histone","HGNC:4714","22q13.1"
"RELL1","Approved symbol","RELL1","RELT like 1","HGNC:27379","4p14"
"SLC38A1","Approved symbol","SLC38A1","solute carrier family 38 member 1","HGNC:13447","12q13.11"
"CADPS2","Approved symbol","CADPS2","calcium dependent secretion activator 2","HGNC:16018","7q31.32"
"ISOC1","Approved symbol","ISOC1","isochorismatase domain containing 1","HGNC:24254","5q23.3"
"ATP11B","Approved symbol","ATP11B","ATPase phospholipid transporting 11B (putative)","HGNC:13553","3q26.33"
"FAM46C","Previous symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12"
"ALDH3A2","Approved symbol","ALDH3A2","aldehyde dehydrogenase 3 family member A2","HGNC:403","17p11.2"
"C20orf96","Approved symbol","C20orf96","chromosome 20 open reading frame 96","HGNC:16227","20p13"
"CCDC126","Approved symbol","CCDC126","coiled-coil domain containing 126","HGNC:22398","7p15.3"
"ERO1LB","Previous symbol","ERO1B","endoplasmic reticulum oxidoreductase 1 beta","HGNC:14355","1q42.3"
"KANK1","Approved symbol","KANK1","KN motif and ankyrin repeat domains 1","HGNC:19309","9p24.3"
"PTPRK","Approved symbol","PTPRK","protein tyrosine phosphatase receptor type K","HGNC:9674","6q22.33"
"SYTL1","Approved symbol","SYTL1","synaptotagmin like 1","HGNC:15584","1p36.11"
"MRPS30","Approved symbol","MRPS30","mitochondrial ribosomal protein S30","HGNC:8769","5p12"
"TSPAN6","Approved symbol","TSPAN6","tetraspanin 6","HGNC:11858","Xq22.1"
"EFHD1","Approved symbol","EFHD1","EF-hand domain family member D1","HGNC:29556","2q37.1"
"DECR2","Approved symbol","DECR2","2,4-dienoyl-CoA reductase 2","HGNC:2754","16p13.3"
"NQO1","Approved symbol","NQO1","NAD(P)H quinone dehydrogenase 1","HGNC:2874","16q22.1"
"EPB41L4A","Approved symbol","EPB41L4A","erythrocyte membrane protein band 4.1 like 4A","HGNC:13278","5q22.1-q22.2"
"NFIX","Approved symbol","NFIX","nuclear factor I X","HGNC:7788","19p13.13"
"TCEAL4","Approved symbol","TCEAL4","transcription elongation factor A like 4","HGNC:26121","Xq22.2"
"ZCCHC11","Previous symbol","TUT4","terminal uridylyl transferase 4","HGNC:28981","1p32.3"
"TPD52","Approved symbol","TPD52","tumor protein D52","HGNC:12005","8q21.13"
"CAMK2N1","Approved symbol","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1","HGNC:24190","1p36.12"
"FCGRT","Approved symbol","FCGRT","Fc gamma receptor and transporter","HGNC:3621","19q13.33"
"TBC1D4","Approved symbol","TBC1D4","TBC1 domain family member 4","HGNC:19165","13q22.2"
"MGAT4A","Approved symbol","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","HGNC:7047","2q11.2"
"PDK2","Approved symbol","PDK2","pyruvate dehydrogenase kinase 2","HGNC:8810","17q21.33"
"MPHOSPH6","Approved symbol","MPHOSPH6","M-phase phosphoprotein 6","HGNC:7214","16q23.3"
"FAM195A","Previous symbol","MCRIP2","MAPK regulated corepressor interacting protein 2","HGNC:14142","16p13.3"
"CRIPAK","Entry withdrawn","CRIPAK","","HGNC:26619",""
"TUBG2","Approved symbol","TUBG2","tubulin gamma 2","HGNC:12419","17q21.2"
"HIST1H2BD","Previous symbol","H2BC5","H2B clustered histone 5","HGNC:4747","6p22.2"
"GSTZ1","Approved symbol","GSTZ1","glutathione S-transferase zeta 1","HGNC:4643","14q24.3"
"H2AFJ","Previous symbol","H2AJ","H2A.J histone","HGNC:14456","12p12.3"
"ILDR1","Approved symbol","ILDR1","immunoglobulin like domain containing receptor 1","HGNC:28741","3q13.33"
"ICA1","Approved symbol","ICA1","islet cell autoantigen 1","HGNC:5343","7p21.3"
"FLNB","Approved symbol","FLNB","filamin B","HGNC:3755","3p14.3"
"NEBL","Approved symbol","NEBL","nebulette","HGNC:16932","10p12.31"
"S1PR3","Approved symbol","S1PR3","sphingosine-1-phosphate receptor 3","HGNC:3167","9q22.1"
"STK39","Approved symbol","STK39","serine/threonine kinase 39","HGNC:17717","2q24.3"
"C9orf89","Previous symbol","CARD19","caspase recruitment domain family member 19","HGNC:28148","9q22.31"
"DNAJC1","Approved symbol","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1","HGNC:20090","10p12.31"
"TUBB3","Approved symbol","TUBB3","tubulin beta 3 class III","HGNC:20772","16q24.3"
"MCF2L","Approved symbol","MCF2L","MCF.2 cell line derived transforming sequence like","HGNC:14576","13q34"
"YPEL2","Approved symbol","YPEL2","yippee like 2","HGNC:18326","17q22"
"NCALD","Approved symbol","NCALD","neurocalcin delta","HGNC:7655","8q22.3"
"LARGE","Previous symbol","LARGE1","LARGE xylosyl- and glucuronyltransferase 1","HGNC:6511","22q12.3"
"ALDH4A1","Approved symbol","ALDH4A1","aldehyde dehydrogenase 4 family member A1","HGNC:406","1p36.13"
"FASN","Approved symbol","FASN","fatty acid synthase","HGNC:3594","17q25.3"
"TUBA4A","Approved symbol","TUBA4A","tubulin alpha 4a","HGNC:12407","2q35"
"TRAF5","Approved symbol","TRAF5","TNF receptor associated factor 5","HGNC:12035","1q32.3"
"DNAJA4","Approved symbol","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4","HGNC:14885","15q25.1"
"NDRG1","Approved symbol","NDRG1","N-myc downstream regulated 1","HGNC:7679","8q24.22"
"ARRB1","Approved symbol","ARRB1","arrestin beta 1","HGNC:711","11q13.4"
"MT1X","Approved symbol","MT1X","metallothionein 1X","HGNC:7405","16q13"
"ASS1","Approved symbol","ASS1","argininosuccinate synthase 1","HGNC:758","9q34.11"
"SHROOM2","Approved symbol","SHROOM2","shroom family member 2","HGNC:630","Xp22.2"
"C17orf97","Previous symbol","LIAT1","ligand of ATE1","HGNC:33800","17p13.3"
"TOM1L2","Approved symbol","TOM1L2","target of myb1 like 2 membrane trafficking protein","HGNC:11984","17p11.2"
"MTSS1L","Previous symbol","MTSS2","MTSS I-BAR domain containing 2","HGNC:25094","16q22.1"
"TESK2","Approved symbol","TESK2","testis associated actin remodelling kinase 2","HGNC:11732","1p34.1"
"SLC39A11","Approved symbol","SLC39A11","solute carrier family 39 member 11","HGNC:14463","17q24.3-q25.1"
"VASN","Approved symbol","VASN","vasorin","HGNC:18517","16p13.3"
"CASD1","Approved symbol","CASD1","CAS1 domain containing 1","HGNC:16014","7q21.3"
"SLC25A35","Approved symbol","SLC25A35","solute carrier family 25 member 35","HGNC:31921","17p13.1"
"NDRG2","Approved symbol","NDRG2","NDRG family member 2","HGNC:14460","14q11.2"
"DCXR","Approved symbol","DCXR","dicarbonyl and L-xylulose reductase","HGNC:18985","17q25.3"
"CCDC64","Previous symbol","BICDL1","BICD family like cargo adaptor 1","HGNC:28095","12q24.23"
"RRAGD","Approved symbol","RRAGD","Ras related GTP binding D","HGNC:19903","6q15"
"DCAF10","Approved symbol","DCAF10","DDB1 and CUL4 associated factor 10","HGNC:23686","9p13.2"
"GLCCI1","Approved symbol","GLCCI1","glucocorticoid induced 1","HGNC:18713","7p21.3"
"TTC30A","Previous symbol","IFT70A","intraflagellar transport 70A","HGNC:25853","2q31.2"
"PHLDB3","Approved symbol","PHLDB3","pleckstrin homology like domain family B member 3","HGNC:30499","19q13.31"
"TCEA3","Approved symbol","TCEA3","transcription elongation factor A3","HGNC:11615","1p36.12"
"DOK1","Approved symbol","DOK1","docking protein 1","HGNC:2990","2p13.1"
"DOK1","Alias symbol","ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)","HGNC:726","12p12.3"
"TMEM141","Approved symbol","TMEM141","transmembrane protein 141","HGNC:28211","9q34.3"
"NUCB2","Approved symbol","NUCB2","nucleobindin 2","HGNC:8044","11p15.1"
"IQCG","Approved symbol","IQCG","IQ motif containing G","HGNC:25251","3q29"
"PLIN2","Approved symbol","PLIN2","perilipin 2","HGNC:248","9p22.1"
"FAM60A","Previous symbol","SINHCAF","SIN3-HDAC complex associated factor","HGNC:30702","12p11.21"
"STEAP3","Approved symbol","STEAP3","STEAP3 metalloreductase","HGNC:24592","2q14.2"
"DDIT4","Approved symbol","DDIT4","DNA damage inducible transcript 4","HGNC:24944","10q22.1"
"C17orf68","Previous symbol","CTC1","CST telomere replication complex component 1","HGNC:26169","17p13.1"
"SDC4","Approved symbol","SDC4","syndecan 4","HGNC:10661","20q13.12"
"CARD10","Approved symbol","CARD10","caspase recruitment domain family member 10","HGNC:16422","22q13.1"
"GMDS","Approved symbol","GMDS","GDP-mannose 4,6-dehydratase","HGNC:4369","6p25.3"
"SELENBP1","Approved symbol","SELENBP1","selenium binding protein 1","HGNC:10719","1q21.3"
"CRAT","Approved symbol","CRAT","carnitine O-acetyltransferase","HGNC:2342","9q34.11"
"FAM57A","Previous symbol","TLCD3A","TLC domain containing 3A","HGNC:29646","17p13.3"
"ITGA3","Approved symbol","ITGA3","integrin subunit alpha 3","HGNC:6139","17q21.33"
"C11orf52","Approved symbol","C11orf52","chromosome 11 open reading frame 52","HGNC:30531","11q23.1"
"ELP2","Approved symbol","ELP2","elongator acetyltransferase complex subunit 2","HGNC:18248","18q12.2"
"SLC16A1","Approved symbol","SLC16A1","solute carrier family 16 member 1","HGNC:10922","1p13.2"
"SEPP1","Previous symbol","SELENOP","selenoprotein P","HGNC:10751","5p12"
"FDXR","Approved symbol","FDXR","ferredoxin reductase","HGNC:3642","17q25.1"
"C3orf58","Previous symbol","DIPK2A","divergent protein kinase domain 2A","HGNC:28490","3q24"
"ITGA6","Approved symbol","ITGA6","integrin subunit alpha 6","HGNC:6142","2q31.1"
"C21orf91","Approved symbol","C21orf91","chromosome 21 open reading frame 91","HGNC:16459","21q21.1"
"PERP","Approved symbol","PERP","p53 apoptosis effector related to PMP22","HGNC:17637","6q23.3"
"OPN3","Approved symbol","OPN3","opsin 3","HGNC:14007","1q43"
"FAM84B","Previous symbol","LRATD2","LRAT domain containing 2","HGNC:24166","8q24.21"
"ZNF92","Approved symbol","ZNF92","zinc finger protein 92","HGNC:13168","7q11.21"
"TRIM47","Approved symbol","TRIM47","tripartite motif containing 47","HGNC:19020","17q25.1"
"RDH10","Approved symbol","RDH10","retinol dehydrogenase 10","HGNC:19975","8q21.11"
"IKBKB","Approved symbol","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta","HGNC:5960","8p11.21"
"DHCR24","Approved symbol","DHCR24","24-dehydrocholesterol reductase","HGNC:2859","1p32.3"
"FAM55C","Previous symbol","NXPE3","neurexophilin and PC-esterase domain family member 3","HGNC:28238","3q12.3"
"TENC1","Previous symbol","TNS2","tensin 2","HGNC:19737","12q13.13"
"MEX3A","Approved symbol","MEX3A","mex-3 RNA binding family member A","HGNC:33482","1q22"
"S100A6","Approved symbol","S100A6","S100 calcium binding protein A6","HGNC:10496","1q21.3"
"PFKP","Approved symbol","PFKP","phosphofructokinase, platelet","HGNC:8878","10p15.2"
"ZNF652","Approved symbol","ZNF652","zinc finger protein 652","HGNC:29147","17q21.32"
"ANKHD1-EIF4EBP3","Approved symbol","ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough","HGNC:33530","5q31.3"
"ZNF814","Approved symbol","ZNF814","zinc finger protein 814","HGNC:33258","19q13.43"
"EML2","Approved symbol","EML2","EMAP like 2","HGNC:18035","19q13.32"
"TRIM66","Approved symbol","TRIM66","tripartite motif containing 66","HGNC:29005","11p15.4"
"PVR","Approved symbol","PVR","PVR cell adhesion molecule","HGNC:9705","19q13.31"
"KRT8","Approved symbol","KRT8","keratin 8","HGNC:6446","12q13.13"
"EPN3","Approved symbol","EPN3","epsin 3","HGNC:18235","17q21.33"
"IFFO2","Approved symbol","IFFO2","intermediate filament family orphan 2","HGNC:27006","1p36.13"
"SREBF1","Approved symbol","SREBF1","sterol regulatory element binding transcription factor 1","HGNC:11289","17p11.2"
"OSCP1","Approved symbol","OSCP1","organic solute carrier partner 1","HGNC:29971","1p34.3"
"MZF1","Approved symbol","MZF1","myeloid zinc finger 1","HGNC:13108","19q13.43"
"COX6C","Approved symbol","COX6C","cytochrome c oxidase subunit 6C","HGNC:2285","8q22.2"
"MIPOL1","Approved symbol","MIPOL1","mirror-image polydactyly 1","HGNC:21460","14q13.3-q21.1"
"SFXN2","Approved symbol","SFXN2","sideroflexin 2","HGNC:16086","10q24.32"
"SYNM","Approved symbol","SYNM","synemin","HGNC:24466","15q26.3"
"TM7SF2","Approved symbol","TM7SF2","transmembrane 7 superfamily member 2","HGNC:11863","11q13.1"
"DBNDD2","Approved symbol","DBNDD2","dysbindin domain containing 2","HGNC:15881","20q13.12"
"ABCA3","Approved symbol","ABCA3","ATP binding cassette subfamily A member 3","HGNC:33","16p13.3"
"LZTFL1","Approved symbol","LZTFL1","leucine zipper transcription factor like 1","HGNC:6741","3p21.31"
"GALNT6","Approved symbol","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6","HGNC:4128","12q13.13"
"DNMBP","Approved symbol","DNMBP","dynamin binding protein","HGNC:30373","10q24.2"
"EMP2","Approved symbol","EMP2","epithelial membrane protein 2","HGNC:3334","16p13.13"
"CST3","Approved symbol","CST3","cystatin C","HGNC:2475","20p11.21"
"BTG2","Approved symbol","BTG2","BTG anti-proliferation factor 2","HGNC:1131","1q32.1"
"NEK11","Approved symbol","NEK11","NIMA related kinase 11","HGNC:18593","3q22.1"
"CISD3","Approved symbol","CISD3","CDGSH iron sulfur domain 3","HGNC:27578","17q12"
"NFE2L3","Approved symbol","NFE2L3","NFE2 like bZIP transcription factor 3","HGNC:7783","7p15.2"
"STC2","Approved symbol","STC2","stanniocalcin 2","HGNC:11374","5q35.2"
"ARHGAP32","Approved symbol","ARHGAP32","Rho GTPase activating protein 32","HGNC:17399","11q24.3"
"SMAD3","Approved symbol","SMAD3","SMAD family member 3","HGNC:6769","15q22.33"
"TOM1L1","Approved symbol","TOM1L1","target of myb1 like 1 membrane trafficking protein","HGNC:11983","17q22"
"TTYH3","Approved symbol","TTYH3","tweety family member 3","HGNC:22222","7p22.3"
"GLI3","Approved symbol","GLI3","GLI family zinc finger 3","HGNC:4319","7p14.1"
"TM4SF1","Approved symbol","TM4SF1","transmembrane 4 L six family member 1","HGNC:11853","3q25.1"
"PKIB","Approved symbol","PKIB","cAMP-dependent protein kinase inhibitor beta","HGNC:9018","6q22.31"
"SLC1A4","Approved symbol","SLC1A4","solute carrier family 1 member 4","HGNC:10942","2p14"
"SLC9A3R2","Previous symbol","NHERF2","NHERF family PDZ scaffold protein 2","HGNC:11076","16p13.3"
"TMEM30B","Approved symbol","TMEM30B","transmembrane protein 30B","HGNC:27254","14q23.1"
"PLA2G16","Previous symbol","PLAAT3","phospholipase A and acyltransferase 3","HGNC:17825","11q12.3-q13.1"
"ZNF680","Approved symbol","ZNF680","zinc finger protein 680","HGNC:26897","7q11.21"
"ETNK2","Approved symbol","ETNK2","ethanolamine kinase 2","HGNC:25575","1q32.1"
"CUEDC1","Approved symbol","CUEDC1","CUE domain containing 1","HGNC:31350","17q22"
"PGPEP1","Approved symbol","PGPEP1","pyroglutamyl-peptidase I","HGNC:13568","19p13.11"
"PVRL1","Previous symbol","NECTIN1","nectin cell adhesion molecule 1","HGNC:9706","11q23.3"
"FRY","Approved symbol","FRY","FRY microtubule binding protein","HGNC:20367","13q13.1"
"MICAL3","Approved symbol","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3","HGNC:24694","22q11.21"
"SHPK","Approved symbol","SHPK","sedoheptulokinase","HGNC:1492","17p13.2"
"KIF9","Approved symbol","KIF9","kinesin family member 9","HGNC:16666","3p21.31"
"CYB5D1","Approved symbol","CYB5D1","cytochrome b5 domain containing 1","HGNC:26516","17p13.1"
"CCNG2","Approved symbol","CCNG2","cyclin G2","HGNC:1593","4q21.1"
"NFATC4","Approved symbol","NFATC4","nuclear factor of activated T cells 4","HGNC:7778","14q12"
"BLVRB","Approved symbol","BLVRB","biliverdin reductase B","HGNC:1063","19q13.2"
"RAPGEF3","Approved symbol","RAPGEF3","Rap guanine nucleotide exchange factor 3","HGNC:16629","12q13.11"
"TMEM135","Approved symbol","TMEM135","transmembrane protein 135","HGNC:26167","11q14.2"
"MEGF9","Approved symbol","MEGF9","multiple EGF like domains 9","HGNC:3234","9q33.2"
"TANC2","Approved symbol","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","HGNC:30212","17q23.2-q23.3"
